TIPO_ELECCION;AÑO;MES;COD_CAND;SIGLAS_CAND;DENOM_CAND;COD_NPROV;COD_NAUT;COD_NNAC
4;2015;5;132716;HIRU ERREKA;HIRU ERREKA-TRES BARRANCAS;2716;2716;2716
4;2015;5;132729;IDOIA;IDOIA;2729;2729;2729
4;2015;5;132941;ARI;INDEPENDIENTE EL BUSTO;2941;2941;2941
4;2015;5;132943;I.A.I;INDEPENDIENTES ARAKIL INDEPENDIENTEAK;2943;2943;2943
4;2015;5;132946;I.C.O.;INDEPENDIENTES CENDEA OLZA;2946;2946;2946
4;2015;5;132952;I.D.A.V.;INDEPENDIENTES DE ALLIN VIVO;2952;2952;2952
4;2015;5;132956;I.C.;INDEPENDIENTES DE CARCASTILLO;2956;2956;2956
4;2015;5;132961;I.E.;INDEPENDIENTES DE ESTERIBAR;2961;2961;2961
4;2015;5;132963;A.I.E.;INDEPENDIENTES DE EZCABARTE/EZKABARTEKO INDEPENDIE;2963;2963;2963
4;2015;5;132974;INDEPENDIEN;INDEPENDIENTES DE LIZOAIN - ARRIASGOITIKO INDEPEND;2974;2974;2974
4;2015;5;132977;I.O.;INDEPENDIENTES DE OTEIZA;2977;2977;2977
4;2015;5;132990;AII;INDEPENDIENTES IRURTZUN INDEPENDIENTEAK;2990;2990;2990
4;2015;5;132991;IJ;INDEPENDIENTES JAURRIETA;2991;2991;2991
4;2015;5;132992;IMI;INDEPENDIENTES MUNICIPIO DE IZA;2992;2992;2992
4;2015;5;133016;IXL;INDEPENDIENTES POR LARRAGA;3016;3016;3016
4;2015;5;133017;ILA;INDEPENDIENTES POR LOS ARCOS;3017;3017;3017
4;2015;5;133023;IPNSA;INDEPENDIENTES POR NUESTRO SAN ADRIAN;3023;3023;3023
4;2015;5;133033;I.X.Y.;INDEPENDIENTES POR YESA;3033;3033;3033
4;2015;5;133039;IVG;INDEPENDIENTES VALLE DE GOÑI;3039;3039;3039
4;2015;5;133046;I.C.C.;INICIATIVA CIUDADANA CIRBONERA;3046;3046;3046
4;2015;5;133115;IX RIBERA;INICIATIVA POR LA RIBERA;3115;3115;3115
4;2015;5;133117;IPM;INICIATIVA POR MIRANDA;3117;3117;3117
4;2015;5;133120;INPORT;INICIATIVA POR TAFALLA;3120;3120;3120
4;2015;5;133128;IN;INQUIETUDES;3128;3128;3128
4;2015;5;133170;IREKI;IREKI;3170;3170;3170
4;2015;5;133193;IZQUIERDA D;IZQUIERDA DE CÁSEDA/ KASEDAKO LANGILEAK;3193;3193;3193
4;2015;5;133194;I-E(n);IZQUIERDA-EZKERRA-ANTSOAIN PUEDE (N);1529;1529;3201
4;2015;5;133195;I-E(n);IZQUIERDA EZKERRA-ATARRABIAKO EZKERRA;1529;1529;3201
4;2015;5;133196;IE-EQUO;IZQUIERDA-EZKERRA DE BARAÑAIN -EQUO;3196;3196;3302
4;2015;5;133201;IU;IZQUIERDA UNIDA;1529;1529;3201
4;2015;5;133316;IZQUIERDA U;IZQUIERDA UNIDA- EZKERRA;1529;1529;3201
4;2015;5;133786;LANDERRI;LANDERRI;3786;3786;3786
4;2015;5;133787;NE/EB;LA NUEVA ESPRONCEDA/ESPRONTZEDA BERRIA;3787;3787;3787
4;2015;5;133796;LC;LARRAGA CUENTA;3796;3796;3796
4;2015;5;133798;LARRAUNDARR;LARRAUNDARRAK;3798;3798;3798
4;2015;5;133806;LATARGI;LATARGI;3806;3806;3806
4;2015;5;133821;LEKUNBERRIK;LEKUNBERRIKO TALDEA;3821;3821;3821
4;2015;5;133825;L.B;LEOZ BIZIRIK;3825;3825;3825
4;2015;5;133826;LU-LB;LERIN UNIDO-LERIN BERRIA;3826;3826;3826
4;2015;5;133847;L.O.I.U.;LODOSA ORGANIZACION DE INDEPENDIENTES UNIDOS;3847;3847;3847
4;2015;5;133902;MENDAVIA DE;MENDAVIA DECIDE;3902;3902;3902
4;2015;5;134004;MXM;MURCHANTINOS POR MURCHANTE;4004;4004;4004
4;2015;5;134028;NPA;NUESTRO PUEBLO AIBAR;4028;4028;4028
4;2015;5;134054;OA;OIZKO ALKARTASUNA;4054;4054;4054
4;2015;5;134055;OIZKO BERRI;OIZKO BERRIKUNTZA;4055;4055;4055
4;2015;5;134063;OH;OLTZAKO HERRIA;4063;4063;4063
4;2015;5;134107;PARTIDO ANI;PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL/ ANIM;4107;4107;4103
4;2015;5;134253;PP;PARTIDO POPULAR;4253;4253;4253
4;2015;5;134303;PSN - PSOE;PARTIDO SOCIALISTA DE NAVARRA;4312;4312;4319
4;2015;5;134304;PSN-PSOE;PARTIDO SOCIALISTA DE NAVARRA;4312;4312;4319
4;2015;5;134305;PSOE;PARTIDO SOCIALISTA DE NAVARRA;4312;4312;4319
4;2015;5;134306;PSN - PSOE;PARTIDO SOCIALISTA DE NAVARRA - PSOE;4312;4312;4319
4;2015;5;134307;PSN-PSOE;PARTIDO SOCIALISTA DE NAVARRA - PSOE;4312;4312;4319
4;2015;5;134308;PSN-PSOE;PARTIDO SOCIALISTA DE NAVARRA -PSOE;4312;4312;4319
4;2015;5;134309;PSN-PSOE;PARTIDO SOCIALISTA DE NAVARRA- PSOE;4312;4312;4319
4;2015;5;134310;PSN PSOE;PARTIDO SOCIALISTA DE NAVARRA-PSOE;4312;4312;4319
4;2015;5;134311;PSN- PSOE;PARTIDO SOCIALISTA DE NAVARRA-PSOE;4312;4312;4319
4;2015;5;134312;PSN-PSOE;PARTIDO SOCIALISTA DE NAVARRA-PSOE;4312;4312;4319
4;2015;5;134353;SAIn;PARTIDO SOLIDARIDAD Y AUTOGESTIÓN INTERNACIONALIST;4811;4811;4811
4;2015;5;134505;PDL;PLATAFORMA DE LERIN;4505;4505;4505
4;2015;5;134560;POR JUSLAPE;POR JUSLAPEÑA GATIK;4560;4560;4560
4;2015;5;134605;PUEBLO DE B;PUEBLO DE BARAÑAIN;4605;4605;4605
4;2015;5;134617;ELORTZIBAR;QUEREMOS NOAIN(VALLE DE ELORZ)/MAITE DUGU NOAIN;4617;4617;4617
4;2015;5;134657;REPRESENTAC;REPRESENTACIÓN CANNABICA NAVARRA;4657;4657;4657
4;2015;5;134796;SIA;SOCIALISTAS INDEPENDIENTES DE ABLITAS;4796;4796;4796
4;2015;5;134889;SOMOS VALLE;SOMOS VALLE DE EGÜES-EGUESIBAR GARA;4889;4889;4889
4;2015;5;135010;TD PD;TUDELA PUEDE;5010;5010;5010
4;2015;5;135013;TBR;TXUBERRIA;5013;5013;5013
4;2015;5;135024;UCT.AY T;UNCITI TRABAJA Y AVANZA;5024;5024;5024
4;2015;5;135042;U.P.A.;UNIDOS POR ALLO;5042;5042;5042
4;2015;5;171832;COMPROMÍS;COMPROMÍS PER XERESA: COMPROMÍS;1551;1551;1551
4;2015;5;171833;COMPROMÍS;COMPROMÍS PER XILXES: COMPROMÍS;1551;1551;1551
4;2015;5;171834;COMPROMÍS;COMPROMÍS PER XIRIVELLA:COMPROMÍS;1551;1551;1551
4;2015;5;171835;COMPROMÍS;COMPROMÍS PER XIXONA:COMPROMÍS;1551;1551;1551
4;2015;5;171836;COMPROMÍS;COMPROMÍS PER XODOS: COMPROMÍS;1551;1551;1551
4;2015;5;171837;COMPROMÍS P;COMPROMÍS POR CHESTE: COMPROMÍS;1551;1551;1551
4;2015;5;171838;COMPROMÍS P;COMPROMÍS POR CHIVA: COMPROMIS;1551;1551;1551
4;2015;5;171839;COMPROMÍS P;COMPROMÍS POR SIETE AGUAS: COMPROMÍS;1551;1551;1551
4;2015;5;171867;CM;CONCIUDADANIA DE MONFORTE;1867;1867;1867
4;2015;5;171874;CLI-AS;CONSTRUYENDO LA IZQUIERDA-ALTERNATIVA SOCIALISTA;1874;1874;1874
4;2015;5;171925;DECIDO;DECISIÓN CIUDADANA;1925;1925;1925
4;2015;5;171930;DeCs;DEMOCRÀCIA CASTELLÓ;1930;1930;1930
4;2015;5;171935;D.N.;DEMOCRACIA NACIONAL;1936;1936;1936
4;2015;5;171949;DLP;DEMOCRACIA Y LIBERTAD POPULAR;1949;1949;1949
4;2015;5;171952;D-U x T;DEMÒCRATES-UNITS PER TAVERNES;1952;1952;1952
4;2015;5;171982;EMPC;EL MEJOR PARTIDO/EL MILLOR PARTIT;1982;1982;1982
4;2015;5;171988;ELS VERDS;ELS VERDS;3862;3862;3862
4;2015;5;171989;EV-AE;ELS VERDS - L'ALTERNATIVA ECOLOGISTA;1989;1989;3866
4;2015;5;171991;EM;EMPODEREM MASSAMAGRELL;1991;1991;1991
4;2015;5;172065;EB;ESCAÑOS EN BLANCO;2065;2065;2065
4;2015;5;172076;ESPAÑA 2000;ESPAÑA 2000;2076;2076;2076
4;2015;5;172078;ESPAÑA2000;ESPAÑA 2000;2076;2076;2076
4;2015;5;172081;E.C-JxA;ESPERANZA CIUDADANA-JUNTOS POR ALICANTE (E.C-JxA);2081;2081;2081
4;2015;5;172163;ERPV-AM;ESQUERRA REPUBLICANA DEL PAÍS VALENCIÀ-ACORD MUNIC;2115;2115;2115
4;2015;5;172164;ERPV-AM;ESQUERRA REPUBLICANA DEL PAIS VALENCIA (ERPV)-ACOR;2115;2115;2115
4;2015;5;172170;ERPV-AM;ESQUERRA REPUBLICANA PAÍS VALENCIÀ-ACORD MUNICIPAL;2115;2115;2115
4;2015;5;172172;EUPV;ESQUERRA UNIDA DEL PAIS VALENCIA;2172;2172;3201
4;2015;5;172173;EUPV;ESQUERRA UNIDA DEL PAIS VALENCIA: ACORD CIUTADA;2210;2210;2210
4;2015;5;172174;EUPV : AC;ESQUERRA UNIDA DEL PAIS VALENCIA: ACORD CIUTADÁ;2210;2210;2210
4;2015;5;172175;EUPV:AC;ESQUERRA UNIDA DEL PAIS VALENCIA: ACORD CIUTADÁ;2210;2210;2210
4;2015;5;172176;EUPV: AC;ESQUERRA UNIDA DEL PAIS VALENCIA: ACORD CIUTADÀ;2210;2210;2210
4;2015;5;172177;EUPV:AC;ESQUERRA UNIDA DEL PAIS VALENCIA: ACORD CIUTADÀ;2210;2210;2210
4;2015;5;172178;EUPV: AC;ESQUERRA UNIDA DEL PAIS VALENCIÀ: ACORD CIUTADÀ;2210;2210;2210
4;2015;5;172179;EUPV:AC;ESQUERRA UNIDA DEL PAIS VALENCIA: ACORD CIUTADÁ (E;2210;2210;2210
4;2015;5;172180;EUPV:AC;ESQUERRA UNIDA DEL PAIS VALENCIA: ACORD CIUTADÀ (E;2210;2210;2210
4;2015;5;172182;EUPV;ESQUERRA UNIDA PAÍS VALENCIÀ;2210;2210;2210
4;2015;5;172183;EUPV:AC;ESQUERRA UNIDA PAÍS VALENCIÀ: ACORD CIUTADA;2210;2210;2210
4;2015;5;172184;EUPV:AC;ESQUERRA UNIDA PAÍS VALENCIÀ: ACORD CIUTADÁ;2210;2210;2210
4;2015;5;172185;EUPV:AC;ESQUERRA UNIDA PAIS VALENCIA: ACORD CIUTADÀ;2210;2210;2210
4;2015;5;172186;EUPV:AC;ESQUERRA UNIDA PAIS VALENCIA:ACORD CIUTADÀ;2210;2210;2210
4;2015;5;172187;EUPV:AC;ESQUERRA UNIDA PAIS VALENCIÁ:ACORD CIUTADÀ;2210;2210;2210
4;2015;5;172188;EUPV:AC;ESQUERRA UNIDA PAÍS VALENCIÁ: ACORD CIUTADÀ;2210;2210;2210
4;2015;5;172189;EUPV;ESQUERRA UNIDA PAÍS VALENCIÀ: ACORD CIUTADÀ;2210;2210;2210
4;2015;5;172190;EUPV: AC;ESQUERRA UNIDA PAÍS VALENCIÀ: ACORD CIUTADÀ;2210;2210;2210
4;2015;5;172191;EUPV:AC;ESQUERRA UNIDA PAÍS VALENCIÀ: ACORD CIUTADÀ;2210;2210;2210
4;2015;5;172192;EUPV:AC;ESQUERRA UNIDA PAIS VALENCIÀ:ACORD CIUTADÀ (EUPV:A;2210;2210;2210
4;2015;5;172193;EUPV:AC;ESQUERRA UNIDA PAÍS VALENCIÀ: ACORD CIUTADÀ (EUPV:;2210;2210;2210
4;2015;5;172194;EUPV:AC;ESQUERRA UNIDA PAIS VALENCIA: ACUERDO CIUDADANO;2210;2210;2210
4;2015;5;172195;EUPV: AC;ESQUERRA UNIDA PAIS VALENCIA:ACUERDO CIUDADANO;2210;2210;2210
4;2015;5;172196;EUPV: AC;ESQUERRA UNIDA PAÍS VALENCIÀ: ACUERDO CIUDADANO;2210;2210;2210
4;2015;5;172197;EUPV:AC;ESQUERRA UNIDA PAÍS VALENCIÀ: ACUERDO CIUDADANO;2210;2210;2210
4;2015;5;172198;EUPV-CN+N:A;ESQUERRA UNIDA PAÍS VALENCIÀ-COMPROMÍS PER NULES-M;2210;2210;2210
4;2015;5;172199;EUPV-DPC:AC;ESQUERRA UNIDA PAIS VALENCIÀ-DEMOCRÁCIA PARTICIPAT;2210;2210;2210
4;2015;5;172200;EUPV-EV:AC;ESQUERRA UNIDA PAIS VALENCIA-ELS VERDS: ACORD CIUT;2210;2210;2210
4;2015;5;172201;EUPV-EV:AC;ESQUERRA UNIDA PAIS VALENCIÀ-ELS VERDS: ACORD CIUT;2210;2210;2210
4;2015;5;172202;EUPV-EV:AC;ESQUERRA UNIDA PAÍS VALENCIÀ-ELS VERDS: ACORD CIUT;2210;2210;2210
4;2015;5;172203;EUPV-EVPV-:;ESQUERRA UNIDA PAÍS VALENCIÀ-ELS VERDS: ACORD CIUT;2210;2210;2210
4;2015;5;172204;EUPV-EV:AC;ESQUERRA UNIDA PAIS VALENCIÀ-ELS VERDS: ACUERDO CI;2210;2210;2210
4;2015;5;172205;EUPV-EVPV-E;ESQUERRA UNIDA PAÍS VALENCIÀ-ELS VERDS-ESQUERRA RE;2210;2210;2210
4;2015;5;172206;EUPV-EV-ERP;ESQUERRA UNIDA PAÍS VALENCIÀ-ELS VERDS-ESQUERRA RE;2210;2210;2210
4;2015;5;172207;EUPV-EVPV-E;ESQUERRA UNIDA PAIS VALENCIA-ELS VERDS-ESQUERRA RE;2210;2210;2210
4;2015;5;172208;EUPV-EVPV-E;ESQUERRA UNIDA PAIS VALENCIÀ-ELS VERDS-ESQUERRA RE;2210;2210;2210
4;2015;5;172210;EUPV-EV-ERP;ESQUERRA UNIDA PAÍS VALENCIÀ-ELS VERDS-ESQUERRA RE;2210;2210;2210
4;2015;5;172211;EUPV-EV-ERP;ESQUERRA UNIDA PAÍS VALENCIÀ-ELS VERDS-ESQUERRA RE;2210;2210;2210
4;2015;5;100199;AGRUPACION;AGRUPACION DE ELECTORES EN MOVIMIENTO VALVERDE DE;199;199;199
4;2015;5;100211;G.I.G.;AGRUPACION DE ELECTORES GRUPO INDEPENDIENTE DE GAL;211;211;211
4;2015;5;100212;GIPR;"AGRUPACIÓN DE ELECTORES ""GRUPO INDEPENDIENTE POR P";212;212;212
4;2015;5;100235;I.D.A.R.;AGRUPACION DE ELECTORES INDEPENDIENTES DE ALAGON D;235;235;235
4;2015;5;100247;A.E.I. POR;AGRUPACION DE ELECTORES INDEPENDIENTES POR LA DIGN;247;247;247
4;2015;5;100263;LA ENCINA;AGRUPACION DE ELECTORES LA ENCINA DE TALAVERA LA R;263;263;263
4;2015;5;100269;AGRUPACION;AGRUPACION DE ELECTORES LLERENA PUEDE;269;269;269
4;2015;5;100284;PA;AGRUPACION DE ELECTORES PIORNAL AHORA;284;284;284
4;2015;5;100293;"A.D.E."" POR";"AGRUPACION DE ELECTORES ""POR VILLANUEVA""";293;293;293
4;2015;5;100298;QHQ;AGRUPACION DE ELECTORES QUE HERVAS QUIERES;298;298;298
4;2015;5;100316;SERRADILLAN;AGRUPACION DE ELECTORES SERRADILLANOS;316;316;316
4;2015;5;100319;AGRUPACIÓN;"AGRUPACIÓN DE ELECTORES ""SI SE PUEDE"" QUINTANA DE";319;319;319
4;2015;5;100323;AESA;AGRUPACION DE ELECTORES SOCIALISTAS POR ALCONCHEL;323;323;323
4;2015;5;100326;AGRUPACION;"AGRUPACION DE ELECTORES ""SOMOS NAVACONCEJO""";326;326;326
4;2015;5;100332;TU;AGRUPACION DE ELECTORES TORREJON UNIDO;332;332;332
4;2015;5;100372;AGRUP.TORRE;AGRUPACION DE TORREQUEMADA;372;372;372
4;2015;5;100373;A.D.V.;AGRUPACION DE VECINOS;373;373;373
4;2015;5;100458;YO TAMBIEN;AGRUPACIÓN ELECTORAL YO TAMBIEN QUIERO;458;458;458
4;2015;5;100468;E.I.C.A.;"AGRUPACION ELECTORES INDEPENDIENTES ""CAÑAMERO AVAN";468;468;468
4;2015;5;100540;AGRUPACIÓN;AGRUPACIÓN INDEPENDIENTE DE GUIJO DE CORIA;540;540;540
4;2015;5;100612;A.I.C.;AGRUPACION INDEPENDIENTE LA CUMBRE;612;612;612
4;2015;5;100639;A.I.V.A.;AGRUPACION INDEPENDIENTE POR VALENCIA DE ALCANTARA;639;639;639
4;2015;5;100640;AGRUPACION;AGRUPACION INDEPENDIENTE REGINA;640;640;640
4;2015;5;100785;AHORA CASAR;AHORA CASAR;785;785;785
4;2015;5;100865;GANEMOS-IU-;ALMENDRALEJO TOMA LA PALABRA;2432;2432;2432
4;2015;5;101085;A.SANCTI SP;A.SANCTI SPIRITUS;1085;1085;1085
4;2015;5;101141;BA;BADAJOZ ADELANTE;1141;1141;1141
4;2015;5;101142;BADAJOZ en;BADAJOZ EN COMUN;1142;1142;1142
4;2015;5;101194;CAC;CACERES ERES TU;1194;1194;1194
4;2015;5;101196;CALAMONTE A;CALAMONTE AVANZA;1196;1196;1196
4;2015;5;101322;C.I.C.;CANDIDATURA INDEPENDIENTE DE EL CARRASCALEJO;1322;1322;1322
4;2015;5;101456;C's;CIUDADANOS-PARTIDO DE LA CIUDADANIA;1456;1456;1456
4;2015;5;101512;EXTREMEÑOS;COALICION ELECTORAL EXTREMEÑOS;1520;1520;1520
4;2015;5;101518;eX;COALICION EXTREMEÑOS;1520;1520;1520
4;2015;5;101519;eXtremeños;COALICION EXTREMEÑOS;1520;1520;1520
4;2015;5;101520;eXtremeños;COALICIÓN EXTREMEÑOS;1520;1520;1520
4;2015;5;101521;eX;"COALICIÓN EXTREMEÑOS ""estremeñus""";1520;1520;1520
4;2015;5;101537;COALICIÓN P;COALICIÓN POR CÁCERES;1537;1537;1537
4;2015;5;101542;C.I.O.;COLECTIVO INDEPENDIENTE OLIVERO;1542;1542;1542
4;2015;5;101568;CcVva;COMPROMISO CON VILLANUEVA;1568;1568;1568
4;2015;5;101572;COPAC;COMPROMISO POR ACEUCHAL;1572;1572;1572
4;2015;5;101904;CSIP;CORIA SI PUEDE;1904;1904;1904
4;2015;5;101938;PARTICIPA;DEMOCRACIA PARTICIPATIVA;1938;1938;1938
4;2015;5;101958;DESPIERTA B;DESPIERTA BURGUILLOS;1958;1958;1958
4;2015;5;101960;Don Benito;DON BENITO EN COMÚN;1960;1960;1960
4;2015;5;102001;EN COMÚN;EN COMÚN ALMENDRALEJO;2001;2001;2001
4;2015;5;102246;EXTREMADURA;EXTREMADURA UNIDA;2246;2246;2246
4;2015;5;102247;Extremadura;EXTREMADURA UNIDA;2246;2246;2246
4;2015;5;102248;EXTREMADURA;EXTREMADURA UNIDA;2246;2246;2246
4;2015;5;102249;eX;eXtremeños;1520;1520;1520
4;2015;5;102250;eXtremeños;eXtremeños;1520;1520;1520
4;2015;5;102251;eXtremeños;Extremeños;1520;1520;1520
4;2015;5;102252;eXtremeños;EXTREMEÑOS;1520;1520;1520
4;2015;5;102253;EXTREMEÑOS;EXTREMEÑOS;1520;1520;1520
4;2015;5;102254;eXtremeños;eXtremeños-estremeñus;1520;1520;1520
4;2015;5;102255;eXtremeños;Extremeños estremeñus;1520;1520;1520
4;2015;5;102256;EXTREMEÑOS;"EXTREMEÑOS ""estremeñus""";1520;1520;1520
4;2015;5;102257;eX;"EXTREMEÑOS ""estremeñus""";1520;1520;1520
4;2015;5;102258;eX-LL;eXtremeños-Los Leones;1520;1520;1520
4;2015;5;102259;USIP-EXTREM;EXTREMEÑOS USIP;1520;1520;1520
4;2015;5;102326;GANAMOS FUE;GANAMOS FUENTE DEL ARCO ENTRE TODOS;2326;2326;2326
4;2015;5;102377;GANEMOS-IU-;GANEMOS-ACEUCHAL-IZQUIERDA UNIDA-LOS VERDES;2432;2432;2432
4;2015;5;102378;GANEMOS AHI;GANEMOS AHILLONES IU-LV;2432;2432;2432
4;2015;5;102402;GANEMOS CED;GANEMOS CEDILLO-IZQUIERDA UNIDALOS VERDES;2432;2432;2432
4;2015;5;102403;GANEMOS-IU-;GANEMOS CHELES-IZQUIERDA UNIDA-LOS VERDES;2432;2432;2432
4;2015;5;102414;GANEMOS EXT;GANEMOS EXTREMADURA IZQUIERDA UNIDA LOS VERDES;2432;2432;2432
4;2015;5;102417;GANEMOS-IU-;GANEMOS EXTREMADURA-IZQUIERDA UNIDA-LOS VERDES;2432;2432;2432
4;2015;5;102418;GANEMOS-IU-;GANEMOS FREGENAL-IZQUIERDA UNIDA-LOS VERDES;2432;2432;2432
4;2015;5;102427;I.U.-L.V.-G;GANEMOS -I.U.-L.V.;2432;2432;2432
4;2015;5;102428;GANEMOS-I.U;GANEMOS-I.U.-L.V;2432;2432;2432
4;2015;5;80791;ahora DECiD;AHORA DECIDE-ALTERNATIVA SOCIALISTA;790;790;790
4;2015;5;80792;AHORA DECID;AHORA DECIDE-ALTERNATIVA SOCIALISTA;790;790;790
4;2015;5;80793;ahora DECiD;ahora DECiDE/AS;790;790;790
4;2015;5;80794;AHORA DECID;AHORA DECIDE/AS;790;790;790
4;2015;5;80795;ahora DECiD;ahora DECiDE Zamora;790;790;790
4;2015;5;80817;AHORA SE PU;AHORA SE PUEDE LA BAÑEZA;817;817;817
4;2015;5;80836;INDEPENDIEN;A.I.F.C.;836;836;836
4;2015;5;80839;AGRUPACION;A.I.S;839;839;839
4;2015;5;80864;ALMENARA VI;ALMENARA VIVA;864;864;864
4;2015;5;80881;ACC;ALTERNATIVA CIUDADANA DE CACABELOS;881;881;881
4;2015;5;80902;AES;ALTERNATIVA ESPAÑOLA;902;902;902
4;2015;5;80911;ALIO;ALTERNATIVA INDEPENDIENTE POR OLOMBRADA;911;911;911
4;2015;5;80924;ALTERNATIVA;ALTERNATIVA MUÑOVEROS;924;924;924
4;2015;5;80973;ASii;ALTERNATIVA SEGOVIANA;973;973;973
4;2015;5;81002;AQUI;AQUI-ADELANTE QUINTANILLA;1002;1002;1002
4;2015;5;81057;TOMA LA PAL;ARROYO TOMA LA PALABRA.CANDIDATURA CIUDADANA;5432;3302;3302
4;2015;5;81066;ASAMBLEA BR;ASAMBLEA BRIVIESCA;1066;1066;1066
4;2015;5;81078;AQUI;ASAMBLEA QUINTANAR;1078;1078;1078
4;2015;5;81083;AVEAL;ASAMBLEA VECINAL DE EL ARENAL;1083;1083;1083
4;2015;5;81094;AIC;ASOCIACION INDEPENDIENTE CLUNIA;1094;1094;1094
4;2015;5;81098;A.V.M.;ASOCIACIÓN VECINAL MAMBRILLA;1098;1098;1098
4;2015;5;81136;AYCAM;AYLLON CAMINA;1136;1136;1136
4;2015;5;81137;AYLLON EN C;AYLLON EN COMUN;1137;1137;1137
4;2015;5;81157;TOMA LA PAL;BECILLA TOMA LA PALABRA;5432;3302;3302
4;2015;5;81160;BenC;BENAVENTE EN COMUN;1160;1160;1160
4;2015;5;81227;CCY;CAMBIEMOS CAMPONARAYA;1227;1227;1227
4;2015;5;81241;CAMBIEMOS T;CAMBIEMOS TORO;1241;1241;1241
4;2015;5;92145;ERC-MES-AM;Esquerra Republicana de Catalunya-Moviment d'Esque;2115;2115;2115
4;2015;5;92146;ERC-MES-AM;ESQUERRA REPUBLICANA DE CATALUNYA-MOVIMENT D'ESQUE;2115;2115;2115
4;2015;5;92147;ERC - MES -;ESQUERRA REPUBLICANA DE CATALUNYA-MOVIMENT D'ESQUE;2115;2115;2115
4;2015;5;92148;ERC-MES -AM;ESQUERRA REPUBLICANA DE CATALUNYA-MOVIMENT D'ESQUE;2115;2115;2115
4;2015;5;92149;ERC - MES -;ESQUERRA REPUBLICANA DE CATALUNYA-MOVIMENT D'ESQUE;2115;2115;2115
4;2015;5;92150;ERC-MES-Bcn;ESQUERRA REPUBLICANA DE CATALUNYA-MOVIMENT D'ESQUE;2115;2115;2115
4;2015;5;92151;ERC-MES-MDC;ESQUERRA REPUBLICANA DE CATALUNYA-MOVIMENT D'ESQUE;2115;2115;2115
4;2015;5;92152;ERC - MESxB;ESQUERRA REPUBLICANA DE CATALUNYA-MOVIMENT D'ESQUE;2115;2115;2115
4;2015;5;92153;ERC - MES p;ESQUERRA REPUBLICANA DE CATALUNYA-MOVIMENT D' ESQU;2115;2115;2115
4;2015;5;92154;ERC - MESxF;ESQUERRA REPUBLICANA DE CATALUNYA-MOVIMENT D'ESQUE;2115;2115;2115
4;2015;5;92155;ERC - MES x;ESQUERRA REPUBLICANA DE CATALUNYA-MOVIMENT D'ESQUE;2115;2115;2115
4;2015;5;92156;ERC - MESxV;ESQUERRA REPUBLICANA DE CATALUNYA-MOVIMENT D'ESQUE;2115;2115;2115
4;2015;5;92157;ERC-SSE-AM;ESQUERRA REPUBLICANA DE CATALUNYA-SANTA SUSANNA EN;2115;2115;2115
4;2015;5;92158;ERC- SOM VI;ESQUERRA REPUBLICANA DE CATALUNYA-SOM VIC-ACORD MU;2115;2115;2115
4;2015;5;92159;ERC- SV- AM;ESQUERRA REPUBLICANA DE CATALUNYA-SOM VILANOVA-ACO;2115;2115;2115
4;2015;5;92160;ERC + SxA -;ESQUERRA REPUBLICANA DE CATALUNYA + SUMEM PER ALEL;2115;2115;2115
4;2015;5;92161;ERC-GURB-AM;ESQUERRA REPUBLICANA DE CATALUNYA-UNITS PER GURB-A;2115;2115;2115
4;2015;5;92162;ERC - VdMdS;ESQUERRA REPUBLICANA DE CATALUNYA-VILASSAR DE MAR;2115;2115;2115
4;2015;5;92171;ERA - AM;ESQUERRA REPUBLICANA PER L'ALEIXAR-ACORD MUNICIPAL;2115;2115;2115
4;2015;5;92181;EU-IU;ESQUERRA UNIDA-IZQUIERDA UNIDA;2181;2181;3201
4;2015;5;92231;EV-C;ESQUERRA VERDA-COMPROMIS;2231;2231;2231
4;2015;5;92233;ERC-AM;ESQUERRRA REPUBLICANA DE CATALUNYA-ACORD MUNICIPAL;2115;2115;2115
4;2015;5;92235;ESTIMEM AIG;ESTIMEM AIGUAFREDA;2235;2235;2235
4;2015;5;92265;FE de las J;FALANGE ESPAÑOLA DE LAS J.O.N.S.;2265;2265;2265
4;2015;5;92267;PFiV;FAMÍLIA I VIDA;2267;2267;2268
4;2015;5;92269;CiU;FEDERACIÓ DE CONVERGÈNCIA I UNIÓ;1883;1883;1883
4;2015;5;92270;F.I.C.;FEDERACIO D'INDEPENDENTS DE CATALUNYA;2271;2271;2271
4;2015;5;92271;FIC;FEDERACIO D'INDEPENDENTS DE CATALUNYA;2271;2271;2271
4;2015;5;92272;FIC;FEDERACIO D'INDEPENDENTS DE CATALUNYA - FIC;2271;2271;2271
4;2015;5;92274;FAVR;FEDERACION DE ALTERNATIVAS VEINALS DE RUBI;2274;2274;2274
4;2015;5;92278;FEM B, PMB;FEM BADALONA, PARTIT MUNICIPAL PER BADALONA;2278;2278;2278
4;2015;5;92279;FB-AM;FEM BELLPUIG-ACORD MUNICIPAL;2115;2115;2115
4;2015;5;92280;FLL - E;FEM LLIÇA - ENTESA;5426;5426;5426
4;2015;5;92281;FM;FEM MUNICIPI;2281;2281;2281
4;2015;5;92282;FO - AM;FEM OLIANA - Acord Municipal;2115;2115;2115
4;2015;5;92283;CP;FEM PINYA PER VILADA - CANDIDATURA DE PROGRÉS;4370;4370;4319
4;2015;5;92284;FEM;FEM POBLE;2284;2284;2284
