TIPO_ELECCION;AÑO;MES;VUELTA;COD_CCAA;COD_PROV;COD_MUN;DISTRITO;MUNICIPIO;COD_DIST_ELEC;COD_PART_JUD;COD_DIP_PROV;COD_COM;POBLACION_DER;N_MESAS;CENSO;CENSO_ESCR;CENSO_CERE;VOTOS_CERE;VOTOS_1AVANCE;VOTOS_2AVANCE;VOTOS_BLANCO;VOTOS_NULOS;VOTOS_CAND;ESCAÑOS;VOTOS_REFR_SI;VOTOS_REFR_NO;DATOS_OFIC
4;2015;5;1;8;9;59;99;Burgos;0;59;59;0;177776;212;137452;137323;601;0;46438;67247;2013;1628;87775;27;0;0;S
